idx,question_普通模型,pred_普通模型,gold_普通模型,score_普通模型,em_普通模型,rouge1_普通模型,categories_普通模型,use_cot_普通模型,cot_type_普通模型,question_COT模型,pred_COT模型,gold_COT模型,score_COT模型,em_COT模型,rouge1_COT模型,categories_COT模型,use_cot_COT模型,cot_type_COT模型,score_diff
437,根据专利文本，本实用新型的主要目的是什么？,提供一种具有低氮线性火焰的燃烧器,减少燃气燃烧时氮氧化物气体的产生。,0.18181818181818182,0.0,0.24242424242424243,"['部件识别', '功能作用']",False,unknown,根据专利文本，本实用新型的主要目的是什么？,提供一种具有低氮线性火焰的燃烧器,减少燃气燃烧时氮氧化物气体的产生。,0.18181818181818182,0.0,0.24242424242424243,"['部件识别', '功能作用']",True,identification,0.0
438,在文件中第6页的示意图中，编号7的部件在哪个最近部件的正上方？,定位杆,部件6,0.0,0.0,0.0,"['位置关系', '指定页面']",False,unknown,在文件中第6页的示意图中，编号7的部件在哪个最近部件的正上方？,部件6,部件6,1.0,1.0,1.0,"['位置关系', '指定页面']",True,position,-1.0
439,根据文件中第6页的示意图，如果要调节周转箱的容量，可能需要操作哪些部件？,滑杆(1)、滑槽(2)和伸缩杆(16),防震内置限位固定杆（12）和周转箱内置箱固定片（5）,0.13333333333333333,0.0,0.17777777777777778,['指定页面'],False,unknown,根据文件中第6页的示意图，如果要调节周转箱的容量，可能需要操作哪些部件？,滑杆(1)、滑槽(2)和伸缩杆(16),防震内置限位固定杆（12）和周转箱内置箱固定片（5）,0.13333333333333333,0.0,0.17777777777777778,['指定页面'],False,other,0.0
440,根据文件中第6页的示意图，如果需要手提周转箱，会直接接触到哪个部件，并且该部件与哪个部件直接相连？,部件10，部件9,周转箱手提把（8），连接周转箱箱盖（9）,0.10714285714285715,0.0,0.14285714285714288,"['部件识别', '连接关系', '指定页面']",False,unknown,根据文件中第6页的示意图，如果需要手提周转箱，会直接接触到哪个部件，并且该部件与哪个部件直接相连？,部件8与部件9相连,周转箱手提把（8），连接周转箱箱盖（9）,0.15517241379310345,0.0,0.20689655172413793,"['部件识别', '连接关系', '指定页面']",True,identification,-0.0480295566502463
441,在文件中第6页提供的图片中，编号为2的部件位于哪个部件的下方？,部件1,电极丝,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",False,unknown,在文件中第6页提供的图片中，编号为2的部件位于哪个部件的下方？,部件1,电极丝,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",True,position,0.0
442,根据文件中第6页图示，空气在经过干燥装置后，接下来会经过哪个部件？,吸风框,吸尘网,0.25,0.0,0.3333333333333333,"['部件识别', '指定页面']",False,unknown,根据文件中第6页图示，空气在经过干燥装置后，接下来会经过哪个部件？,吸风框,吸尘网,0.25,0.0,0.3333333333333333,"['部件识别', '指定页面']",True,identification,0.0
443,根据文件中第6页图示，如果电动机停止工作，哪个部件会直接停止转动？,扇叶,扇叶,1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown,根据文件中第6页图示，如果电动机停止工作，哪个部件会直接停止转动？,扇叶,扇叶,1.0,1.0,1.0,"['部件识别', '指定页面']",True,identification,0.0
444,在文件中第6页提供的图片中，编号为7的部件相对于编号为8的部件的位置关系是什么？,位于左侧,位于编号8的部件的下方。,0.1875,0.0,0.25,"['位置关系', '部件识别', '指定页面']",False,unknown,在文件中第6页提供的图片中，编号为7的部件相对于编号为8的部件的位置关系是什么？,部件7位于部件8的左侧,位于编号8的部件的下方。,0.3913043478260869,0.0,0.5217391304347826,"['位置关系', '部件识别', '指定页面']",True,position,-0.20380434782608692
445,根据文本信息，该无线网络系统采用的通信方式基于哪个IEEE标准？,IEEE802.15.4,IEEE 802.15.4,0.75,0.0,1.0,['其他'],False,unknown,根据文本信息，该无线网络系统采用的通信方式基于哪个IEEE标准？,IEEE802.15.4,IEEE 802.15.4,0.75,0.0,1.0,['其他'],False,other,0.0
446,在文件中第14页图3中，编号332的流程相对于编号330的流程的位置是什么？,在编号330的流程的下方,在330流程之后,0.44999999999999996,0.0,0.6,"['位置关系', '部件识别', '指定页面']",False,unknown,在文件中第14页图3中，编号332的流程相对于编号330的流程的位置是什么？,编号332位于编号330的下方,在330流程之后,0.19565217391304351,0.0,0.26086956521739135,"['位置关系', '部件识别', '指定页面']",True,position,0.25434782608695644
447,在文件中第13页图3中，编号302的流程相对于编号304的流程的位置是什么？,在编号304的流程的上方,在304流程之前,0.44999999999999996,0.0,0.6,"['位置关系', '部件识别', '指定页面']",False,unknown,在文件中第13页图3中，编号302的流程相对于编号304的流程的位置是什么？,图中没有图3，无法判断,在304流程之前,0.07894736842105264,0.0,0.10526315789473685,"['位置关系', '部件识别', '指定页面']",True,position,0.3710526315789473
448,在文件中第14页图3中，如果“电源是否异常”的判断结果为“是”，下一步骤是什么？,电源切换,电源切换,1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown,在文件中第14页图3中，如果“电源是否异常”的判断结果为“是”，下一步骤是什么？,电源切换,电源切换,1.0,1.0,1.0,"['部件识别', '指定页面']",True,identification,0.0
449,在文件中第14页图3中，如果“中继站是否异常”的判断结果为“否”，下一步骤是什么？,是否存在接收数据,是否有接收数据,0.6,0.0,0.7999999999999999,"['部件识别', '指定页面']",False,unknown,在文件中第14页图3中，如果“中继站是否异常”的判断结果为“否”，下一步骤是什么？,是否存在漏涂？,是否有接收数据,0.21428571428571427,0.0,0.2857142857142857,"['部件识别', '指定页面']",True,identification,0.3857142857142857
450,参考文件中第6页的图片，编号为4的部件是什么？,固定板,安装槽,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown,参考文件中第6页的图片，编号为4的部件是什么？,固定板,安装槽,0.0,0.0,0.0,"['部件识别', '指定页面']",True,identification,0.0
451,根据文件中第6页的示意图，如果油液从导入管(8)进入，经过过滤筒(6)后，下一步会流向哪里？,导出管(11),出油管(3),0.46153846153846145,0.0,0.6153846153846153,"['位置关系', '指定页面']",False,unknown,根据文件中第6页的示意图，如果油液从导入管(8)进入，经过过滤筒(6)后，下一步会流向哪里？,导出管(11),出油管(3),0.46153846153846145,0.0,0.6153846153846153,"['位置关系', '指定页面']",True,position,0.0
452,根据文件中第6页的示意图，电机(12)直接连接到哪个部件以驱动其旋转？,过滤管(2),固定板(5),0.25,0.0,0.3333333333333333,"['部件识别', '连接关系', '指定页面']",False,unknown,根据文件中第6页的示意图，电机(12)直接连接到哪个部件以驱动其旋转？,过滤管(2),固定板(5),0.25,0.0,0.3333333333333333,"['部件识别', '连接关系', '指定页面']",True,identification,0.0
453,根据专利描述，哪个部件的底部设置有高度依次递变的坡道？,导液槽体(5),导液槽体,0.5454545454545454,0.0,0.7272727272727273,"['位置关系', '部件识别']",False,unknown,根据专利描述，哪个部件的底部设置有高度依次递变的坡道？,导液槽体(5),导液槽体,0.5454545454545454,0.0,0.7272727272727273,"['位置关系', '部件识别']",True,position,0.0
454,在文件中第6页的图中，编号为11的部件相对于编号为9的部件的位置关系是？,位于下方,位于编号为9的部件左下方,0.375,0.0,0.5,"['位置关系', '部件识别', '指定页面']",False,unknown,在文件中第6页的图中，编号为11的部件相对于编号为9的部件的位置关系是？,位于部件9的左下方,位于编号为9的部件左下方,0.6428571428571428,0.0,0.8571428571428571,"['位置关系', '部件识别', '指定页面']",True,position,-0.2678571428571428
455,在文件中第6页的图中，编号为6的部件相对于编号为13的部件的位置关系是？,位于下方,位于编号为13的部件右侧,0.1875,0.0,0.25,"['位置关系', '部件识别', '指定页面']",False,unknown,在文件中第6页的图中，编号为6的部件相对于编号为13的部件的位置关系是？,部件6位于部件13的下方,位于编号为13的部件右侧,0.4375,0.0,0.5833333333333334,"['位置关系', '部件识别', '指定页面']",True,position,-0.25
456,根据文件中第6页的示意图，液体首先流入导液槽体(5)，再到喷水口(11)，那么液体经过导液槽体(5)和喷水口(11)之间的部件是什么？,水道(10),水道(10),1.0,1.0,1.0,"['位置关系', '部件识别', '指定页面']",False,unknown,根据文件中第6页的示意图，液体首先流入导液槽体(5)，再到喷水口(11)，那么液体经过导液槽体(5)和喷水口(11)之间的部件是什么？,水道(10),水道(10),1.0,1.0,1.0,"['位置关系', '部件识别', '指定页面']",True,position,0.0
457,根据文件中第6页的示意图，旋柄(2)通过销轴(12)与臭氧混合瓶(1)连接，那么销轴(12)底端相匹配的部件是什么？,销轴槽(13),销轴槽(13),1.0,1.0,1.0,"['部件识别', '连接关系', '指定页面']",False,unknown,根据文件中第6页的示意图，旋柄(2)通过销轴(12)与臭氧混合瓶(1)连接，那么销轴(12)底端相匹配的部件是什么？,销轴槽(13),销轴槽(13),1.0,1.0,1.0,"['部件识别', '连接关系', '指定页面']",True,identification,0.0
458,根据文本，该装置中哪个部件用于提供动力以调整半圆形夹框的位置？,驱动电机,驱动电机(14),0.5,0.0,0.6666666666666666,"['位置关系', '部件识别', '功能作用']",False,unknown,根据文本，该装置中哪个部件用于提供动力以调整半圆形夹框的位置？,驱动电机,驱动电机(14),0.5,0.0,0.6666666666666666,"['位置关系', '部件识别', '功能作用']",True,position,0.0
459,根据专利文本，预前处理组件的主要功能是什么？,对原料进行初步粉碎和输送,清除原料中的灰尘，并进行初步粉碎。,0.41379310344827586,0.0,0.5517241379310345,"['部件识别', '功能作用']",False,unknown,根据专利文本，预前处理组件的主要功能是什么？,对水泥原料进行预处理,清除原料中的灰尘，并进行初步粉碎。,0.22222222222222227,0.0,0.29629629629629634,"['部件识别', '功能作用']",True,identification,0.1915708812260536
460,在文件中第5页的结构示意图中，编号为4的部件相对于编号为8的部件位于什么位置？,位于上方,轴向上方,0.375,0.0,0.5,"['位置关系', '部件识别', '指定页面']",False,unknown,在文件中第5页的结构示意图中，编号为4的部件相对于编号为8的部件位于什么位置？,位于上方,轴向上方,0.375,0.0,0.5,"['位置关系', '部件识别', '指定页面']",True,position,0.0
461,在文件中第5页的结构示意图中，如果将齿条置于该衬套结构内部，齿条最先接触的部件编号是多少？,位于上方,7,0.0,0.0,0.0,"['位置关系', '连接关系', '指定页面', '数量相关']",False,unknown,在文件中第5页的结构示意图中，如果将齿条置于该衬套结构内部，齿条最先接触的部件编号是多少？,位于左侧,7,0.0,0.0,0.0,"['位置关系', '连接关系', '指定页面', '数量相关']",True,position,0.0
462,根据文件中第5页的结构示意图，如果部件1提供支撑，那么部件7的凸缘（部件10）将直接与哪个部件接触？,部件6,部件1,0.5,0.0,0.6666666666666666,"['部件识别', '连接关系', '指定页面']",False,unknown,根据文件中第5页的结构示意图，如果部件1提供支撑，那么部件7的凸缘（部件10）将直接与哪个部件接触？,部件6,部件1,0.5,0.0,0.6666666666666666,"['部件识别', '连接关系', '指定页面']",True,identification,0.0
463,根据文本信息，该移动式升降机的主要创新点是什么？,既能提升货物，又能沿水平导轨移动到设定位置,既可提升货物，也可沿水平导轨移动。,0.5131578947368421,0.0,0.6842105263157895,['部件识别'],False,unknown,根据文本信息，该移动式升降机的主要创新点是什么？,可提升货物，也可沿水平导轨移动到设定位置,既可提升货物，也可沿水平导轨移动。,0.6081081081081081,0.0,0.8108108108108107,['部件识别'],True,identification,-0.09495021337126597
